"","date","Hprum","SCE","SNO","SVH","SRA","SSV","Tprum","T05prum","Fprum","Fmax","Dprum"
"12361",2012-04-17,NA,151.916666666667,0,NA,0,8.1,-4.66083333333333,-0.254166666666667,3.93666666666667,6.33333333333333,267.208333333333
"12362",2012-04-18,NA,149.875,0,NA,0,9.9,-2.08583333333333,-0.283333333333333,2.50083333333333,5.62916666666667,148.333333333333
"12363",2012-04-19,NA,146.875,0,NA,0.9,4.3,2.24291666666667,-0.3,1.89333333333333,4.475,166.75
"12364",2012-04-20,NA,143.833333333333,0,NA,0.7,6.6,3.22041666666667,-0.333333333333333,1.53791666666667,3.10833333333333,225.666666666667
"12365",2012-04-21,NA,139.875,0,NA,3.8,4.9,2.53916666666667,-0.341666666666667,3.04666666666667,5.4,212.166666666667
"12366",2012-04-22,NA,136.916666666667,0,823,1.1,1.1,0.898333333333333,-0.316666666666667,3.11666666666667,6.09583333333333,201.25
"12367",2012-04-23,NA,134.916666666667,0,823,0,7.3,1.10916666666667,-0.3125,3.84083333333333,7.15416666666667,186.458333333333
"12368",2012-04-24,NA,133,0,NA,13.3,4.9,2.53375,-0.341666666666667,3.38583333333333,6.9,156.375
"12369",2012-04-25,NA,132.916666666667,0,NA,5.8,2.8,1.47541666666667,-0.333333333333333,5.45625,10.0708333333333,194.916666666667
"12370",2012-04-26,NA,130.875,0,NA,0,12.8,7.67208333333333,-0.395833333333333,4.27916666666667,7.85,153.083333333333
"12371",2012-04-27,NA,127.875,0,NA,0,12.2,11.5320833333333,-0.445833333333333,2.55291666666667,4.93478260869565,156.130434782609
"12372",2012-04-28,NA,124.791666666667,0,NA,0,12.1,12.645,-0.525,5.42166666666667,10.7083333333333,154.708333333333
"12373",2012-04-29,NA,119.583333333333,0,671,0,10.7,13.1166666666667,-0.525,5.36208333333333,12.0375,160.458333333333
"12374",2012-04-30,NA,109.708333333333,0,671,0.2,12,12.3145833333333,-0.529166666666667,4.04541666666667,6.81666666666667,132.666666666667
"12375",2012-05-01,NA,102.666666666667,0,NA,0,10.2,13.9370833333333,-0.541666666666667,3.2125,7.55,141.833333333333
"12376",2012-05-02,NA,94.5833333333333,0,NA,0.1,10,14.7416666666667,-0.516666666666667,1.91458333333333,4.9375,170.333333333333
"12377",2012-05-03,NA,84.5833333333333,0,NA,20.3,3.9,10.6583333333333,-0.395833333333333,2.14041666666667,4.86666666666667,195.25
"12378",2012-05-04,NA,74.5833333333333,0,NA,0.8,8.7,7.18041666666667,0.104166666666667,2.97708333333333,5.07916666666667,283.333333333333
"12379",2012-05-05,NA,64.5833333333333,0,NA,13.3,8.6,8.11541666666667,0.5875,2.89708333333333,6.24166666666667,177.208333333333
"12380",2012-05-06,NA,54.7916666666667,0,305,4.1,2.1,4.63916666666667,2.75416666666667,1.87791666666667,4.78333333333333,208.291666666667
"12381",2012-05-07,NA,49.7916666666667,0,305,0.1,3.7,3.28083333333333,3.16666666666667,2.48208333333333,4.68333333333333,305.416666666667
"12382",2012-05-08,NA,44.7916666666667,0,NA,0,6.1,6.06125,3.83333333333333,2.17583333333333,4.54583333333333,198.625
"12383",2012-05-09,NA,39.7916666666667,0,NA,0,10.6,9.80625,3.79583333333333,2.80458333333333,5.97083333333333,167.875
"12384",2012-05-10,NA,34.7916666666667,0,NA,0,8.4,11.5375,2.3875,2.39916666666667,5.3375,186.833333333333
"12385",2012-05-11,NA,29.5833333333333,0,NA,0,10.9,14.8629166666667,2.58333333333333,3.24375,7.025,179.833333333333
"12386",2012-05-12,NA,20,0,NA,5.9,1.4,3.59583333333333,4.0375,6.24583333333333,10.4166666666667,315.125
"12387",2012-05-13,NA,20,0,122,0,1,-1.91125,2.32916666666667,4.9575,8.43333333333333,268.083333333333
"12388",2012-05-14,NA,19.9166666666667,0,122,0,1.7,2.10791666666667,3.55,1.37791666666667,4.42083333333333,115.375
"12389",2012-05-15,NA,17.9166666666667,0,NA,0,2.9,3.265,4.05,1.73083333333333,4.70833333333333,152.625
"12390",2012-05-16,NA,16,0,NA,0.1,0,-0.206666666666667,3.0875,6.51666666666667,10.7166666666667,306
"12391",2012-05-17,NA,15.9166666666667,0,NA,0,2.8,-1.65916666666667,1.8625,5.58625,9.58333333333333,310.375
"12392",2012-05-18,NA,13.8333333333333,0,NA,0,10.6,3.00166666666667,3.41666666666667,3.09041666666667,7.075,144.75
"12393",2012-05-19,NA,9.79166666666667,0,NA,0,13.8,8.5825,6.1625,2.06,5.01666666666667,120.708333333333
"12394",2012-05-20,NA,4.79166666666667,0,0,0,13.3,11.6183333333333,8.03333333333333,4.98708333333333,10.8375,130.25
"12395",2012-05-21,NA,0,0,0,0,10.2,12.8895833333333,8.99583333333333,6.1125,13.625,132.666666666667
"12396",2012-05-22,NA,0,0,NA,2.9,5.4,14.0983333333333,9.95833333333333,4.30791666666667,9.60833333333333,94.5
"12397",2012-05-23,NA,0,0,NA,8.1,9.8,14.65,10.9125,3.66291666666667,9.7375,74.2916666666667
"12398",2012-05-24,NA,0,0,NA,0.2,6.1,9.67875,10.5708333333333,4.44708333333333,10.8916666666667,45.875
"12399",2012-05-25,NA,0,0,NA,0,14,7.245,8.90833333333333,5.02875,10.425,37.75
"12400",2012-05-26,NA,0,0,NA,0,10.4,7.94666666666667,8.75416666666667,3.01208333333333,7.39583333333333,47.0833333333333
"12401",2012-05-27,NA,0,0,0,0.1,6.7,8.92375,9.00833333333333,2.7,5.34166666666667,128.916666666667
"12402",2012-05-28,NA,0,0,0,0.3,4.2,8.76208333333333,8.69166666666667,3.27,5.88333333333333,312.166666666667
"12403",2012-05-29,NA,0,0,NA,0,6.1,10.1504166666667,8.6,4.2175,7.2875,281.416666666667
"12404",2012-05-30,NA,0,0,NA,0,7.5,7.65791666666667,8.525,4.30541666666667,8,288.833333333333
"12405",2012-05-31,NA,0,0,NA,16.4,0.7,7.15375,7.85,3.50875,7.0875,256.333333333333
"12406",2012-06-01,NA,NA,NA,NA,30.9,0.2,4.29291666666667,6.94166666666667,6.36875,12.3125,282.791666666667
"12407",2012-06-02,NA,NA,NA,NA,0,5.7,2.3825,5.95,5.16875,9.79583333333333,279.541666666667
"12408",2012-06-03,NA,NA,NA,NA,10.9,2.5,7.075,6.87083333333333,2.94583333333333,6.8125,215.333333333333
"12409",2012-06-04,NA,NA,NA,NA,0.2,0.3,6.24875,7.8875,3.33541666666667,6.96666666666667,249.083333333333
"12410",2012-06-05,NA,NA,NA,NA,9.3,0,3.08375,6.82083333333333,5.05666666666667,9.25416666666667,279.5
"12411",2012-06-06,NA,NA,NA,NA,0.9,4.2,3.77125,5.9625,2.27958333333333,5.5375,144.958333333333
"12412",2012-06-07,NA,NA,NA,NA,0.2,5.1,9.75833333333333,8.63333333333333,2.7125,6.0125,202.5
"12413",2012-06-08,NA,NA,NA,NA,9.2,1.4,11.52125,9.75833333333333,2.65166666666667,6.7875,215.625
"12414",2012-06-09,NA,NA,NA,NA,6.4,1.6,9.04333333333333,9.94166666666667,2.28083333333333,5.60833333333333,228.333333333333
"12415",2012-06-10,NA,NA,NA,NA,10,1.9,7.44083333333333,8.92083333333333,2.87166666666667,5.3875,176.833333333333
"12416",2012-06-11,NA,NA,NA,NA,6.4,0.7,7.02666666666667,8.42916666666667,1.25375,3.53333333333333,98.125
"12417",2012-06-12,NA,NA,NA,NA,3.1,0.6,8.82833333333333,8.96666666666667,1.99291666666667,4.77916666666667,154.666666666667
"12418",2012-06-13,NA,NA,NA,NA,0.1,0.8,8.11958333333333,8.8875,5.44583333333333,8.9875,319.541666666667
"12419",2012-06-14,NA,NA,NA,NA,1.5,0.4,5.45875,8.4875,3.29875,5.57083333333333,287.666666666667
"12420",2012-06-15,NA,NA,NA,NA,0,8.7,8.91625,8.82083333333333,2.21583333333333,5.25416666666667,184.625
"12421",2012-06-16,NA,NA,NA,NA,1.3,12,16.3554166666667,11.5583333333333,3.62208333333333,8.3625,164.708333333333
"12422",2012-06-17,NA,NA,NA,NA,0.2,10.1,13.7833333333333,13.025,2.19583333333333,5.525,200.958333333333
"12423",2012-06-18,NA,NA,NA,NA,0,12.3,17.5495833333333,13.8,4.13208333333333,8.6125,167.416666666667
"12424",2012-06-19,NA,NA,NA,NA,0.5,5.8,14.89,13.725,1.9425,5.00416666666667,206.208333333333
"12425",2012-06-20,NA,NA,NA,NA,7.6,5.1,16.69,14.3958333333333,2.505,6.02916666666667,176.083333333333
"12426",2012-06-21,NA,NA,NA,NA,36.5,1.7,13.14125,14.25,2.32333333333333,5.18333333333333,262.833333333333
"12427",2012-06-22,NA,NA,NA,NA,0.1,3.2,11.9920833333333,13.5333333333333,3.64041666666667,7.03333333333333,289.291666666667
"12428",2012-06-23,NA,NA,NA,NA,0,9.5,10.2341666666667,12.5125,2.52958333333333,5.275,260.916666666667
"12429",2012-06-24,NA,NA,NA,NA,7.1,9.9,12.36,12.4916666666667,3.75875,8.69583333333333,208.125
"12430",2012-06-25,NA,NA,NA,NA,15.3,0.7,5.94583333333333,11.2791666666667,4.53,9.8125,259
"12431",2012-06-26,NA,NA,NA,NA,0.3,0.3,4.73375,9.27083333333333,5.53,10.5833333333333,277.458333333333
"12432",2012-06-27,NA,NA,NA,NA,4.4,6.6,8.8275,10.1041666666667,3.69333333333333,7.75416666666667,256.291666666667
"12433",2012-06-28,NA,NA,NA,NA,4.6,0.5,11.2433333333333,11.2458333333333,2.70875,5.69583333333333,265.083333333333
"12434",2012-06-29,NA,NA,NA,NA,0,13.8,16.52875,12.7,1.87416666666667,5.10833333333333,161.875
"12435",2012-06-30,NA,NA,NA,NA,0.6,9.7,19.6533333333333,14.2958333333333,2.21833333333333,5.27916666666667,173.916666666667
"12436",2012-07-01,NA,NA,NA,NA,9.2,7.9,16.7525,15.025,3.50125,8.09583333333333,241.833333333333
"12437",2012-07-02,NA,NA,NA,NA,13.1,11.3,14.9533333333333,15.25,3.5,7.39583333333333,186.75
"12438",2012-07-03,NA,NA,NA,NA,33,1.6,14.0604166666667,14.7875,1.97958333333333,5.8625,204.291666666667
"12439",2012-07-04,NA,NA,NA,NA,2.7,0,13.69125,14.45,0.967083333333333,3.05833333333333,143.125
"12440",2012-07-05,NA,NA,NA,NA,17.7,7.9,17.1875,15.2,2.05375,5.57083333333333,148.541666666667
"12441",2012-07-06,NA,NA,NA,NA,11.6,9,17.4720833333333,15.9041666666667,1.88041666666667,4.67916666666667,163.208333333333
"12442",2012-07-07,NA,NA,NA,NA,17.5,6.8,14.57375,15.9208333333333,2.03083333333333,4.74166666666667,245.208333333333
"12443",2012-07-08,NA,NA,NA,NA,0,12.4,15.4458333333333,15.6791666666667,2.15875,4.7375,211.291666666667
"12444",2012-07-09,NA,NA,NA,NA,0.1,6.1,12.2354166666667,14.85,2.30583333333333,5.97916666666667,226.333333333333
"12445",2012-07-10,NA,NA,NA,NA,5.8,11.3,12.9325,14.5125,2.02375,4.99166666666667,177.041666666667
"12446",2012-07-11,NA,NA,NA,NA,0.2,5.8,12.105,14.3083333333333,2.27333333333333,6.02916666666667,205.625
"12447",2012-07-12,NA,NA,NA,NA,12.5,1.9,6.88291666666667,12.5291666666667,3.32083333333333,7.9875,249.041666666667
"12448",2012-07-13,NA,NA,NA,NA,2.5,1.1,6.38875,11.0875,3.53666666666667,7.86666666666667,181.916666666667
"12449",2012-07-14,NA,NA,NA,NA,2.1,0.8,9.40416666666667,11.1291666666667,4.23625,9.88333333333333,202.083333333333
"12450",2012-07-15,NA,NA,NA,NA,4.5,1.7,8.02375,11.1708333333333,2.58625,6.34166666666667,231.583333333333
"12451",2012-07-16,NA,NA,NA,NA,6.7,2.3,6.75625,10.8333333333333,3.5725,7.075,276.541666666667
"12452",2012-07-17,NA,NA,NA,NA,31.9,0.3,7.14833333333333,9.6875,4.49541666666667,9.37083333333333,260.166666666667
"12453",2012-07-18,NA,NA,NA,NA,3.4,0,8.96208333333333,9.62083333333333,3.24291666666667,7.6375,219.375
"12454",2012-07-19,NA,NA,NA,NA,3.3,1.3,10.6795833333333,10.5083333333333,3.705,9.42083333333333,232.083333333333
"12455",2012-07-20,NA,NA,NA,NA,2.2,1.2,8.15833333333333,10.5625,2.99666666666667,6.50833333333333,265.666666666667
"12456",2012-07-21,NA,NA,NA,NA,0.3,6.1,7.74208333333333,10.9333333333333,3.6575,6.50833333333333,306.208333333333
"12457",2012-07-22,NA,NA,NA,NA,2.7,2.1,6.06958333333333,10.0958333333333,4.56625,7.84583333333333,313.875
"12458",2012-07-23,NA,NA,NA,NA,0,13.2,10.76,10.7291666666667,2.00666666666667,5.3,101.375
"12459",2012-07-24,NA,NA,NA,NA,0,13.7,15.43,11.875,1.34458333333333,4.06666666666667,149.458333333333
"12460",2012-07-25,NA,NA,NA,NA,0.6,4.7,16.1245833333333,13.0458333333333,1.59375,3.7875,149.625
"12461",2012-07-26,NA,NA,NA,NA,0.3,10.1,16.3791666666667,14.0416666666667,2.46083333333333,4.80833333333333,241.75
"12462",2012-07-27,NA,NA,NA,NA,0.2,8.2,17.3116666666667,14.6708333333333,1.91958333333333,4.00833333333333,200
"12463",2012-07-28,NA,NA,NA,NA,51.6,10.6,17.3154166666667,14.7583333333333,2.5225,6.85416666666667,180.75
"12464",2012-07-29,NA,NA,NA,NA,7.4,0.2,12.2075,14.0916666666667,3.05375,6.84583333333333,235.333333333333
"12465",2012-07-30,NA,NA,NA,NA,0,7.9,10.5341666666667,13.4291666666667,2.53666666666667,5.54583333333333,211.583333333333
"12466",2012-07-31,NA,NA,NA,NA,0,4,11.7533333333333,13.2458333333333,1.3875,4.05416666666667,194.166666666667
"12467",2012-08-01,NA,NA,NA,NA,0.1,2.7,13.2766666666667,13.2,1.31041666666667,3.44583333333333,205.416666666667
"12468",2012-08-02,NA,NA,NA,NA,1.5,12.3,17.27375,13.9375,2.11958333333333,5.31666666666667,159.333333333333
"12469",2012-08-03,NA,NA,NA,NA,14.2,2.7,13.2970833333333,13.8458333333333,2.26458333333333,4.68333333333333,266.875
"12470",2012-08-04,NA,NA,NA,NA,0,10.2,14.5808333333333,13.7916666666667,1.39958333333333,3.46666666666667,220.833333333333
"12471",2012-08-05,NA,NA,NA,NA,0,8.8,16.48875,14.2166666666667,2.6375,5.76666666666667,161.541666666667
"12472",2012-08-06,NA,NA,NA,NA,14.8,8.3,15.8320833333333,14.9083333333333,2.64375,6.60416666666667,222.083333333333
"12473",2012-08-07,NA,NA,NA,NA,11.9,2.4,9.6625,13.7541666666667,3.28125,7.625,252.875
"12474",2012-08-08,NA,NA,NA,NA,0.1,3.9,8.75791666666667,12.7541666666667,3.16333333333333,5.99583333333333,277.666666666667
"12475",2012-08-09,NA,NA,NA,NA,3.5,1.1,8.59791666666667,11.8625,3.7125,6.8,298.875
"12476",2012-08-10,NA,NA,NA,NA,0.1,1.3,7.2175,11.3833333333333,4.17166666666667,7.28333333333333,318.666666666667
"12477",2012-08-11,NA,NA,NA,NA,19.1,0,5.54,9.87916666666667,4.56458333333333,9.525,264.708333333333
"12478",2012-08-12,NA,NA,NA,NA,1,9.5,6.75125,9.94166666666667,3.45166666666667,7.05,28.5833333333333
"12479",2012-08-13,NA,NA,NA,NA,0,10.6,7.23416666666667,10.0333333333333,2.29625,4.69583333333333,103.041666666667
"12480",2012-08-14,NA,NA,NA,NA,0,8,8.27666666666667,10.0916666666667,3.17541666666667,5.95833333333333,309.333333333333
"12481",2012-08-15,NA,NA,NA,NA,0,10.6,10.5220833333333,10.7875,2.87583333333333,5.71666666666667,215.666666666667
"12482",2012-08-16,NA,NA,NA,NA,1.3,7.8,12.4175,11.3666666666667,2.91208333333333,5.3,284.375
"12483",2012-08-17,NA,NA,NA,NA,0.1,2.5,11.5333333333333,12.3708333333333,1.31458333333333,3.34583333333333,220.041666666667
"12484",2012-08-18,NA,NA,NA,NA,0,7.5,13.3154166666667,12.2583333333333,0.921666666666667,2.74583333333333,199.083333333333
"12485",2012-08-19,NA,NA,NA,NA,0,12.8,18.2058333333333,12.8958333333333,1.74416666666667,3.88333333333333,229.333333333333
"12486",2012-08-20,NA,NA,NA,NA,1.3,12.7,21.3345833333333,13.9041666666667,2.21541666666667,5.37083333333333,236.541666666667
"12487",2012-08-21,NA,NA,NA,NA,10.3,5.1,17.0133333333333,14.3375,2.38541666666667,5.21666666666667,238.208333333333
"12488",2012-08-22,NA,NA,NA,NA,10.3,2.7,14.5091666666667,13.7791666666667,2.83791666666667,6.31666666666667,234.958333333333
"12489",2012-08-23,NA,NA,NA,NA,0,12.5,12.76625,13.2916666666667,1.90291666666667,4.0625,265.166666666667
"12490",2012-08-24,NA,NA,NA,NA,2.7,1.4,13.58625,12.5625,3.06583333333333,7.11666666666667,172.708333333333
"12491",2012-08-25,NA,NA,NA,NA,2,1.1,12.9195833333333,13.1791666666667,3.66875,8.8375,187.458333333333
"12492",2012-08-26,NA,NA,NA,NA,18.4,0.3,10.0133333333333,12.8791666666667,2.63833333333333,6.97916666666667,233.666666666667
"12493",2012-08-27,NA,NA,NA,NA,2.1,2.8,7.12333333333333,11.4708333333333,5.47583333333333,9.775,302.25
"12494",2012-08-28,NA,NA,NA,NA,0,12.2,10.4820833333333,10.925,2.01166666666667,4.37916666666667,225.375
"12495",2012-08-29,NA,NA,NA,NA,0.3,5.6,13.3754166666667,11.9208333333333,1.76416666666667,3.925,252.625
"12496",2012-08-30,NA,NA,NA,NA,0.3,10.1,15.235,12.5541666666667,2.57625,6.17083333333333,149.291666666667
"12497",2012-08-31,NA,NA,NA,NA,32.6,0,8.51791666666667,12.0041666666667,4.69875,8.28333333333333,252.583333333333
"12498",2012-09-01,NA,NA,NA,NA,0.6,0,7.665,10.6291666666667,3.93791666666667,7.50416666666667,29.6666666666667
"12499",2012-09-02,NA,NA,NA,NA,0,0.9,10.7016666666667,10.7791666666667,0.740416666666667,2.91666666666667,153.291666666667
"12500",2012-09-03,NA,NA,NA,NA,0,4.7,10.62875,11.35,1.54041666666667,4.68333333333333,166.666666666667
"12501",2012-09-04,NA,NA,NA,NA,0,5.5,10.825,11.6541666666667,1.22666666666667,3.82083333333333,153.5
"12502",2012-09-05,NA,NA,NA,NA,0.1,6.2,10.3125,11.45,2.95916666666667,5.7375,273.625
"12503",2012-09-06,NA,NA,NA,NA,0,4,5.07041666666667,10.5083333333333,5.74833333333333,9.55416666666667,313
"12504",2012-09-07,NA,NA,NA,NA,0.1,2.7,7.13083333333333,9.4375,4.4975,8.425,269.125
"12505",2012-09-08,NA,NA,NA,NA,3.8,1,9.69041666666667,9.93333333333333,5.28833333333333,9.85,293.5
"12506",2012-09-09,NA,NA,NA,NA,0,10.6,12.8520833333333,10.8416666666667,3.02666666666667,6.15416666666667,200.125
"12507",2012-09-10,NA,NA,NA,NA,0,11.9,15.0629166666667,11.3541666666667,1.47041666666667,4.0625,157.875
"12508",2012-09-11,NA,NA,NA,NA,0,9.1,15.19875,11.9041666666667,2.96333333333333,6.5125,171.291666666667
"12509",2012-09-12,NA,NA,NA,NA,24.9,0,6.4725,11.2041666666667,3.44666666666667,6.71666666666667,228.125
"12510",2012-09-13,NA,NA,NA,NA,4,0,3.30166666666667,8.43333333333333,5.1025,9.30416666666667,300.708333333333
"12511",2012-09-14,NA,NA,NA,NA,0,9.1,5.24041666666667,8.20416666666667,2.865,6.3,234.541666666667
"12512",2012-09-15,NA,NA,NA,NA,1,0,5.12125,8.19583333333333,4.89625,8.97916666666667,288.708333333333
"12513",2012-09-16,NA,NA,NA,NA,0,5.7,7.34041666666667,8.53333333333333,2.04083333333333,4.62083333333333,200.958333333333
"12514",2012-09-17,NA,NA,NA,NA,0,8.3,9.25083333333333,8.75416666666667,1.69541666666667,4.12083333333333,183.833333333333
"12515",2012-09-18,NA,NA,NA,NA,0,3.3,10.3341666666667,9.025,2.485,5.24166666666667,181.416666666667
"12516",2012-09-19,NA,NA,NA,NA,6.5,0.2,4.32625,8.74583333333333,4.57416666666667,7.775,293.791666666667
"12517",2012-09-20,NA,NA,NA,NA,0,5.6,1.88041666666667,7.19166666666667,2.98166666666667,5.25833333333333,304.333333333333
"12518",2012-09-21,NA,NA,NA,NA,0,6.2,3.10125,6.4,1.84125,4.825,166.166666666667
"12519",2012-09-22,NA,NA,NA,NA,2.3,0,3.555,6.53333333333333,3.76791666666667,8.14166666666667,223.416666666667
"12520",2012-09-23,NA,NA,NA,NA,0,7.9,2.99666666666667,6.34583333333333,2.69208333333333,5.56666666666667,226.041666666667
"12521",2012-09-24,NA,NA,NA,NA,0.8,7.7,9.9925,7.29166666666667,2.90458333333333,6.6125,164.208333333333
"12522",2012-09-25,NA,NA,NA,NA,0,8.4,8.57416666666667,8.47916666666667,3.80666666666667,8.0375,193.708333333333
"12523",2012-09-26,NA,NA,NA,NA,0,7.7,12.3004166666667,9.07083333333333,3.25083333333333,7.08333333333333,146.666666666667
"12524",2012-09-27,NA,NA,NA,NA,3.7,0.2,7.52291666666667,9.1125,3.85791666666667,8.5625,194.5
"12525",2012-09-28,NA,NA,NA,NA,0.3,0.2,5.00541666666667,8.12916666666667,3.19166666666667,7.84166666666667,205.041666666667
"12526",2012-09-29,NA,NA,NA,NA,0.5,5.6,6.49416666666667,7.7375,1.96083333333333,5.06666666666667,180.75
"12527",2012-09-30,NA,0,0,0,0,10.8,4.97208333333333,7.3625,2.46541666666667,5.05833333333333,217.625
"12528",2012-10-01,NA,0,0,0,4.7,0,6.75958333333333,6.58333333333333,1.78666666666667,3.99166666666667,197
"12529",2012-10-02,NA,0,0,NA,0,0.1,5.77583333333333,7.09583333333333,2.33416666666667,5.175,233.875
"12530",2012-10-03,NA,0,0,NA,0,7.8,7.50458333333333,6.99166666666667,3.29583333333333,6.75833333333333,210.333333333333
"12531",2012-10-04,NA,0,0,NA,13.3,0,5.8475,7.2375,5.37166666666667,11.6333333333333,195.541666666667
"12532",2012-10-05,NA,0,0,NA,1.9,0,4.07583333333333,6.38333333333333,4.45625,10.175,195.625
"12533",2012-10-06,NA,0,0,NA,7.6,0,7.8475,7.25416666666667,3.95333333333333,9.4125,217.708333333333
"12534",2012-10-07,NA,0,0,0,11.5,0.1,1.39541666666667,6.25,5.21125,9.0125,298.166666666667
"12535",2012-10-08,NA,0,0,0,1.5,0.1,-0.1825,4.6125,4.36208333333333,8.24166666666667,268.5
"12536",2012-10-09,NA,0,0,NA,0,2.4,0.49875,4.11666666666667,4.1125,8.22083333333333,250.875
"12537",2012-10-10,NA,0,0,NA,0.5,0.2,-0.786666666666667,3.85,4.22583333333333,7.7375,282.083333333333
"12538",2012-10-11,NA,0,0,NA,0.7,3.7,-0.2475,3.775,2.55083333333333,5.1125,224.916666666667
"12539",2012-10-12,NA,0,0,NA,4,0.4,1.08291666666667,3.2,2.60041666666667,6.125,142.166666666667
"12540",2012-10-13,NA,0,0,NA,0.2,5.8,2.25541666666667,4.06666666666667,3.125,7.04583333333333,208.5
"12541",2012-10-14,NA,0,0,0,0.1,1.7,2.62125,4.1625,4.33541666666667,8.99166666666667,153.916666666667
"12542",2012-10-15,NA,0,0,0,1.5,0,3.24458333333333,4.7,2.01166666666667,5.02083333333333,179.5
"12543",2012-10-16,NA,0,0,NA,0.8,0,0.784583333333333,4.38333333333333,1.58375,3.60416666666667,236
"12544",2012-10-17,NA,0,0,NA,0,7.7,3.89833333333333,4.17916666666667,1.96291666666667,5.29166666666667,187.25
"12545",2012-10-18,NA,0,0,NA,0,9.2,8.88541666666667,4.52083333333333,1.96208333333333,4.7625,120.666666666667
"12546",2012-10-19,NA,0,0,NA,0,9.5,16.42375,5.375,1.2925,2.8875,193.416666666667
"12547",2012-10-20,NA,0,0,NA,0,9.3,16.39125,5.41666666666667,1.49125,3.34583333333333,229.083333333333
"12548",2012-10-21,NA,0,0,0,0,9.2,13.07,5.16666666666667,0.883333333333333,3.3375,150.25
"12549",2012-10-22,NA,0,0,0,0,9.2,10.5154166666667,4.75416666666667,0.95,3.0125,125.791666666667
"12550",2012-10-23,NA,0,0,NA,0,9.1,10.5758333333333,4.74166666666667,0.927083333333333,2.725,194.375
"12551",2012-10-24,NA,0,0,NA,0,3,8.53416666666667,6,1.62166666666667,3.60833333333333,239.625
"12552",2012-10-25,NA,0,0,NA,4.1,0,2.50791666666667,5.7625,3.16333333333333,6.66666666666667,276.5
"12553",2012-10-26,NA,0,0.416666666666667,NA,3.7,0,-3.98958333333333,3.82083333333333,3.45083333333333,6.90416666666667,167.5
"12554",2012-10-27,NA,0.416666666666667,9.58333333333333,NA,12.3,0,-6.44875,2.72916666666667,8.41416666666667,14.5166666666667,30.9583333333333
"12555",2012-10-28,NA,10,0,NA,1.1,0.3,-6.4095652173913,1.94782608695652,7.98304347826087,12.7565217391304,144.521739130435
"12556",2012-10-29,NA,10,0,22,0,0,-6.15666666666667,1.91666666666667,2.61708333333333,6.4625,150.708333333333
"12557",2012-10-30,NA,10,1,NA,4.7,0,-5.53291666666667,1.98333333333333,1.9825,5.02916666666667,228.416666666667
"12558",2012-10-31,NA,10,0,NA,0.2,0.1,-2.02541666666667,2.09166666666667,2.66166666666667,6.37916666666667,160.5
"12559",2012-11-01,NA,9,0,NA,5.9,0,-1.08125,2.03333333333333,6.22708333333333,13.8333333333333,151.541666666667
"12560",2012-11-02,NA,6,0,NA,0.8,0,-0.679166666666667,1.91666666666667,4.08208333333333,9.025,176.166666666667
"12561",2012-11-03,NA,5,0,NA,6.1,0,0.215,1.9,5.02125,10.4625,163.916666666667
"12562",2012-11-04,NA,4,0,NA,4.8,0.1,1.98625,1.69583333333333,2.68083333333333,6.78333333333333,203.875
"12563",2012-11-05,NA,4,0,9,15.7,0,0.206666666666667,1.52083333333333,4.26541666666667,8.77083333333333,262.208333333333
"12564",2012-11-06,NA,4,2,NA,3,0,-3.21458333333333,1.40833333333333,5.5775,10.5666666666667,275.375
"12565",2012-11-07,NA,6,0,NA,22.8,0,-1.06291666666667,1.35,5.40791666666667,10.5458333333333,267
"12566",2012-11-08,NA,4,0,NA,0.6,1.5,-0.363333333333333,1.0125,3.22416666666667,7.25833333333333,233.458333333333
"12567",2012-11-09,NA,4,1,NA,5.3,0,-0.362916666666667,1.08333333333333,2.9325,6.275,227.583333333333
"12568",2012-11-10,NA,5,0,NA,0,0,-0.35125,1.10833333333333,3.68541666666667,7.84583333333333,124.958333333333
"12569",2012-11-11,NA,5,0,NA,0.7,0.1,2.71125,1.11666666666667,1.07208333333333,3.65416666666667,190.416666666667
"12570",2012-11-12,NA,3,0,NA,0.2,0,1.17291666666667,1,2.33083333333333,4.73333333333333,276.5
"12571",2012-11-13,NA,3,0,NA,0.1,5.8,-1.02,0.941666666666667,1.48041666666667,3.33333333333333,238.291666666667
"12572",2012-11-14,NA,2,0,NA,0,7.9,2.42458333333333,0.425,0.574166666666667,1.95,198.25
"12573",2012-11-15,NA,2,0,NA,0,7.9,1.3675,0.1375,0.62375,2.40416666666667,168.875
"12574",2012-11-16,NA,2,0,NA,0,0.4,-0.908333333333333,0.0166666666666667,1.55,3.97916666666667,144.166666666667
"12575",2012-11-17,NA,2,0,NA,0,0,-1.90083333333333,0,2.25041666666667,4.85,110.166666666667
"12576",2012-11-18,NA,2,0,NA,0.5,2,-0.707916666666667,-0.0625,1.8325,4.55833333333333,226.782608695652
"12577",2012-11-19,NA,2,0,NA,0.2,0,2.1125,-0.1,1.23416666666667,2.8,213
"12578",2012-11-20,NA,2,0,NA,0,7.4,2.73041666666667,-0.1,3.30958333333333,6.9,158.041666666667
"12579",2012-11-21,NA,2,0,NA,0.7,0,1.71666666666667,-0.075,3.72,8.80833333333333,137.958333333333
"12580",2012-11-22,NA,1,0,NA,0.4,0,0.106666666666667,0,1.41833333333333,4.03333333333333,234.25
"12581",2012-11-23,NA,1,0,NA,0.4,0,0.26,0.0416666666666667,1.17416666666667,3.64166666666667,141.625
